"","symbol","date"
"205","AAPL",2018-04-04 17:20:00
"206","AAPL",2018-04-04 17:25:00
"207","AAPL",2018-04-04 17:30:00
"208","AAPL",2018-04-04 17:35:00
"209","AAPL",2018-04-04 17:40:00
"210","AAPL",2018-04-04 17:45:00
"211","AAPL",2018-04-04 17:50:00
"212","AAPL",2018-04-04 17:55:00
"213","AAPL",2018-04-04 18:00:00
"214","AAPL",2018-04-04 18:05:00
"215","AAPL",2018-04-04 18:10:00
"216","AAPL",2018-04-04 18:15:00
"217","AAPL",2018-04-04 18:20:00
"218","AAPL",2018-04-04 18:25:00
"219","AAPL",2018-04-04 18:30:00
"220","AAPL",2018-04-04 18:35:00
"221","AAPL",2018-04-04 18:40:00
"222","AAPL",2018-04-04 18:45:00
"223","AAPL",2018-04-04 18:50:00
"224","AAPL",2018-04-04 18:55:00
"225","AAPL",2018-04-04 19:00:00
"226","AAPL",2018-04-04 19:05:00
"227","AAPL",2018-04-04 19:10:00
"228","AAPL",2018-04-04 19:15:00
"229","AAPL",2018-04-04 19:20:00
"230","AAPL",2018-04-04 19:25:00
"231","AAPL",2018-04-04 19:30:00
"232","AAPL",2018-04-04 19:35:00
"233","AAPL",2018-04-04 19:40:00
"234","AAPL",2018-04-04 19:45:00
"235","AAPL",2018-04-04 19:50:00
"236","AAPL",2018-04-04 19:55:00
"237","AAPL",2018-04-04 20:00:00
"238","AAPL",2018-04-05 13:30:00
"239","AAPL",2018-04-05 13:35:00
"240","AAPL",2018-04-05 13:40:00
"241","AAPL",2018-04-05 13:45:00
"242","AAPL",2018-04-05 13:50:00
"243","AAPL",2018-04-05 13:55:00
"244","AAPL",2018-04-05 14:00:00
"245","AAPL",2018-04-05 14:05:00
"246","AAPL",2018-04-05 14:10:00
"247","AAPL",2018-04-05 14:15:00
"248","AAPL",2018-04-05 14:20:00
"249","AAPL",2018-04-05 14:25:00
"250","AAPL",2018-04-05 14:30:00
"251","AAPL",2018-04-05 14:35:00
"252","AAPL",2018-04-05 14:40:00
"253","AAPL",2018-04-05 14:45:00
"254","AAPL",2018-04-05 14:50:00
"255","AAPL",2018-04-05 14:55:00
"256","AAPL",2018-04-05 15:00:00
"257","AAPL",2018-04-05 15:05:00
"258","AAPL",2018-04-05 15:10:00
"259","AAPL",2018-04-05 15:15:00
"260","AAPL",2018-04-05 15:20:00
"261","AAPL",2018-04-05 15:25:00
"262","AAPL",2018-04-05 15:30:00
"263","AAPL",2018-04-05 15:35:00
"264","AAPL",2018-04-05 15:40:00
"265","AAPL",2018-04-05 15:45:00
"266","AAPL",2018-04-05 15:50:00
"267","AAPL",2018-04-05 15:55:00
"268","AAPL",2018-04-05 16:00:00
"269","AAPL",2018-04-05 16:05:00
"270","AAPL",2018-04-05 16:10:00
"271","AAPL",2018-04-05 16:15:00
"272","AAPL",2018-04-05 16:20:00
"273","AAPL",2018-04-05 16:25:00
"274","AAPL",2018-04-05 16:30:00
"275","AAPL",2018-04-05 16:35:00
"276","AAPL",2018-04-05 16:40:00
"277","AAPL",2018-04-05 16:45:00
"278","AAPL",2018-04-05 16:50:00
"279","AAPL",2018-04-05 16:55:00
"280","AAPL",2018-04-05 17:00:00
"281","AAPL",2018-04-05 17:05:00
"282","AAPL",2018-04-05 17:10:00
"283","AAPL",2018-04-05 17:15:00
"284","AAPL",2018-04-05 17:20:00
"285","AAPL",2018-04-05 17:25:00
"286","AAPL",2018-04-05 17:30:00
"287","AAPL",2018-04-05 17:35:00
"288","AAPL",2018-04-05 17:40:00
"289","AAPL",2018-04-05 17:45:00
"290","AAPL",2018-04-05 17:50:00
"291","AAPL",2018-04-05 17:55:00
"292","AAPL",2018-04-05 18:00:00
"293","AAPL",2018-04-05 18:05:00
"294","AAPL",2018-04-05 18:10:00
"295","AAPL",2018-04-05 18:15:00
"296","AAPL",2018-04-05 18:20:00
"297","AAPL",2018-04-05 18:25:00
"298","AAPL",2018-04-05 18:30:00
"299","AAPL",2018-04-05 18:35:00
"300","AAPL",2018-04-05 18:40:00
"301","AAPL",2018-04-05 18:45:00
"302","AAPL",2018-04-05 18:50:00
"303","AAPL",2018-04-05 18:55:00
"304","AAPL",2018-04-05 19:00:00
"305","AAPL",2018-04-05 19:05:00
"306","AAPL",2018-04-05 19:10:00
"307","AAPL",2018-04-05 19:15:00
"308","AAPL",2018-04-05 19:20:00
"309","AAPL",2018-04-05 19:25:00
"310","AAPL",2018-04-05 19:30:00
"311","AAPL",2018-04-05 19:35:00
"312","AAPL",2018-04-05 19:40:00
"313","AAPL",2018-04-05 19:45:00
"314","AAPL",2018-04-05 19:50:00
"315","AAPL",2018-04-05 19:55:00
"316","AAPL",2018-04-05 20:00:00
"317","AAPL",2018-04-06 13:30:00
"318","AAPL",2018-04-06 13:35:00
"319","AAPL",2018-04-06 13:40:00
"320","AAPL",2018-04-06 13:45:00
"321","AAPL",2018-04-06 13:50:00
"322","AAPL",2018-04-06 13:55:00
"323","AAPL",2018-04-06 14:00:00
"324","AAPL",2018-04-06 14:05:00
"325","AAPL",2018-04-06 14:10:00
"326","AAPL",2018-04-06 14:15:00
"327","AAPL",2018-04-06 14:20:00
"328","AAPL",2018-04-06 14:25:00
"329","AAPL",2018-04-06 14:30:00
"330","AAPL",2018-04-06 14:35:00
"331","AAPL",2018-04-06 14:40:00
"332","AAPL",2018-04-06 14:45:00
"333","AAPL",2018-04-06 14:50:00
"334","AAPL",2018-04-06 14:55:00
"335","AAPL",2018-04-06 15:00:00
"336","AAPL",2018-04-06 15:05:00
"337","AAPL",2018-04-06 15:10:00
"338","AAPL",2018-04-06 15:15:00
"339","AAPL",2018-04-06 15:20:00
"340","AAPL",2018-04-06 15:25:00
"341","AAPL",2018-04-06 15:30:00
"342","AAPL",2018-04-06 15:35:00
"343","AAPL",2018-04-06 15:40:00
"344","AAPL",2018-04-06 15:45:00
"345","AAPL",2018-04-06 15:50:00
"346","AAPL",2018-04-06 15:55:00
"347","AAPL",2018-04-06 16:00:00
"348","AAPL",2018-04-06 16:05:00
"349","AAPL",2018-04-06 16:10:00
"350","AAPL",2018-04-06 16:15:00
"351","AAPL",2018-04-06 16:20:00
"352","AAPL",2018-04-06 16:25:00
"353","AAPL",2018-04-06 16:30:00
"354","AAPL",2018-04-06 16:35:00
"355","AAPL",2018-04-06 16:40:00
"356","AAPL",2018-04-06 16:45:00
"357","AAPL",2018-04-06 16:50:00
"358","AAPL",2018-04-06 16:55:00
"359","AAPL",2018-04-06 17:00:00
"360","AAPL",2018-04-06 17:05:00
"361","AAPL",2018-04-06 17:10:00
"362","AAPL",2018-04-06 17:15:00
"363","AAPL",2018-04-06 17:20:00
"364","AAPL",2018-04-06 17:25:00
"365","AAPL",2018-04-06 17:30:00
"366","AAPL",2018-04-06 17:35:00
"367","AAPL",2018-04-06 17:40:00
"368","AAPL",2018-04-06 17:45:00
"369","AAPL",2018-04-06 17:50:00
"370","AAPL",2018-04-06 17:55:00
"371","AAPL",2018-04-06 18:00:00
"372","AAPL",2018-04-06 18:05:00
"373","AAPL",2018-04-06 18:10:00
"374","AAPL",2018-04-06 18:15:00
"375","AAPL",2018-04-06 18:20:00
"376","AAPL",2018-04-06 18:25:00
"377","AAPL",2018-04-06 18:30:00
"378","AAPL",2018-04-06 18:35:00
"379","AAPL",2018-04-06 18:40:00
"380","AAPL",2018-04-06 18:45:00
"381","AAPL",2018-04-06 18:50:00
"382","AAPL",2018-04-06 18:55:00
"383","AAPL",2018-04-06 19:00:00
"384","AAPL",2018-04-06 19:05:00
"385","AAPL",2018-04-06 19:10:00
"386","AAPL",2018-04-06 19:15:00
"387","AAPL",2018-04-06 19:20:00
"388","AAPL",2018-04-06 19:25:00
"389","AAPL",2018-04-06 19:30:00
"390","AAPL",2018-04-06 19:35:00
"391","AAPL",2018-04-06 19:40:00
"392","AAPL",2018-04-06 19:45:00
"393","AAPL",2018-04-06 19:50:00
"394","AAPL",2018-04-06 19:55:00
"395","AAPL",2018-04-06 20:00:00
"396","AAPL",2018-04-09 13:30:00
"397","AAPL",2018-04-09 13:35:00
"398","AAPL",2018-04-09 13:40:00
"399","AAPL",2018-04-09 13:45:00
"400","AAPL",2018-04-09 13:50:00
"401","AAPL",2018-04-09 13:55:00
"402","AAPL",2018-04-09 14:00:00
"403","AAPL",2018-04-09 14:05:00
"404","AAPL",2018-04-09 14:10:00
"405","AAPL",2018-04-09 14:15:00
"406","AAPL",2018-04-09 14:20:00
"407","AAPL",2018-04-09 14:25:00
"408","AAPL",2018-04-09 14:30:00
"409","AAPL",2018-04-09 14:35:00
"410","AAPL",2018-04-09 14:40:00
"411","AAPL",2018-04-09 14:45:00
"412","AAPL",2018-04-09 14:50:00
"413","AAPL",2018-04-09 14:55:00
"414","AAPL",2018-04-09 15:00:00
"415","AAPL",2018-04-09 15:05:00
"416","AAPL",2018-04-09 15:10:00
"417","AAPL",2018-04-09 15:15:00
"418","AAPL",2018-04-09 15:20:00
"419","AAPL",2018-04-09 15:25:00
"420","AAPL",2018-04-09 15:30:00
"421","AAPL",2018-04-09 15:35:00
"422","AAPL",2018-04-09 15:40:00
"423","AAPL",2018-04-09 15:45:00
"424","AAPL",2018-04-09 15:50:00
"425","AAPL",2018-04-09 15:55:00
"426","AAPL",2018-04-09 16:00:00
"427","AAPL",2018-04-09 16:05:00
"428","AAPL",2018-04-09 16:10:00
"429","AAPL",2018-04-09 16:15:00
"430","AAPL",2018-04-09 16:20:00
"431","AAPL",2018-04-09 16:25:00
"432","AAPL",2018-04-09 16:30:00
"433","AAPL",2018-04-09 16:35:00
"434","AAPL",2018-04-09 16:40:00
"435","AAPL",2018-04-09 16:45:00
"436","AAPL",2018-04-09 16:50:00
"437","AAPL",2018-04-09 16:55:00
"438","AAPL",2018-04-09 17:00:00
"439","AAPL",2018-04-09 17:05:00
"440","AAPL",2018-04-09 17:10:00
"441","AAPL",2018-04-09 17:15:00
"442","AAPL",2018-04-09 17:20:00
"443","AAPL",2018-04-09 17:25:00
"444","AAPL",2018-04-09 17:30:00
