Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-04-27 00:00:00-04:00,115.88150024414062,115.92250061035156,114.30799865722656,114.54900360107422,44386000,0.0,0.0
2021-04-28 00:00:00-04:00,119.625,121.56900024414062,117.66100311279297,117.9520034790039,81106000,0.0,0.0
2021-04-29 00:00:00-04:00,119.46150207519531,120.20800018310547,118.69249725341797,119.63800048828125,41234000,0.0,0.0
2021-04-30 00:00:00-04:00,118.4010009765625,119.09249877929688,117.3280029296875,117.67500305175781,44856000,0.0,0.0
2021-05-03 00:00:00-04:00,118.24549865722656,119.07749938964844,116.7750015258789,117.15399932861328,28242000,0.0,0.0
2021-05-04 00:00:00-04:00,115.67749786376953,116.24949645996094,112.83399963378906,115.34149932861328,44818000,0.0,0.0
2021-05-05 00:00:00-04:00,116.43150329589844,116.75,115.41400146484375,115.7385025024414,26636000,0.0,0.0
2021-05-06 00:00:00-04:00,115.31649780273438,116.86750030517578,114.6520004272461,116.86750030517578,25190000,0.0,0.0
2021-05-07 00:00:00-04:00,118.19450378417969,118.5625,117.30799865722656,117.59649658203125,28898000,0.0,0.0
2021-05-10 00:00:00-04:00,116.40699768066406,116.55000305175781,114.22699737548828,114.5875015258789,30914000,0.0,0.0
2021-05-11 00:00:00-04:00,112.15350341796875,114.01399993896484,111.69599914550781,113.50299835205078,34186000,0.0,0.0
2021-05-12 00:00:00-04:00,111.30950164794922,112.39900207519531,109.68099975585938,110.01249694824219,46376000,0.0,0.0
2021-05-13 00:00:00-04:00,111.30599975585938,111.97200012207031,110.33599853515625,111.4520034790039,33204000,0.0,0.0
2021-05-14 00:00:00-04:00,112.927001953125,114.23600006103516,112.5,113.91899871826172,31996000,0.0,0.0
2021-05-17 00:00:00-04:00,113.17849731445312,114.48899841308594,112.77549743652344,114.44599914550781,21598000,0.0,0.0
2021-05-18 00:00:00-04:00,115.11750030517578,115.38400268554688,113.1094970703125,113.12349700927734,22204000,0.0,0.0
2021-05-19 00:00:00-04:00,111.42150115966797,113.74949645996094,111.27200317382812,113.57499694824219,23684000,0.0,0.0
2021-05-20 00:00:00-04:00,114.55000305175781,115.5999984741211,114.1760025024414,115.34750366210938,32352000,0.0,0.0
2021-05-21 00:00:00-04:00,115.87049865722656,115.94450378417969,114.46499633789062,114.70649719238281,40632000,0.0,0.0
2021-05-24 00:00:00-04:00,115.74449920654297,118.27749633789062,115.5979995727539,118.052001953125,31832000,0.0,0.0
2021-05-25 00:00:00-04:00,118.5999984741211,119.19999694824219,117.75,118.14350128173828,22440000,0.0,0.0
2021-05-26 00:00:00-04:00,118.32599639892578,119.44950103759766,118.322998046875,119.0155029296875,21572000,0.0,0.0
2021-05-27 00:00:00-04:00,119.45249938964844,119.45249938964844,117.81300354003906,118.13400268554688,35224000,0.0,0.0
2021-05-28 00:00:00-04:00,118.72100067138672,118.80349731445312,117.64250183105469,117.84249877929688,21482000,0.0,0.0
2021-06-01 00:00:00-04:00,118.72200012207031,119.2854995727539,117.71399688720703,119.05899810791016,23354000,0.0,0.0
2021-06-02 00:00:00-04:00,119.4574966430664,119.68199920654297,117.61799621582031,118.52950286865234,21158000,0.0,0.0
2021-06-03 00:00:00-04:00,117.2864990234375,117.85099792480469,116.47599792480469,117.37899780273438,18696000,0.0,0.0
2021-06-04 00:00:00-04:00,118.4635009765625,119.95149993896484,118.12049865722656,119.67849731445312,24458000,0.0,0.0
2021-06-07 00:00:00-04:00,119.47200012207031,120.22550201416016,119.05000305175781,120.11499786376953,24120000,0.0,0.0
2021-06-08 00:00:00-04:00,120.60050201416016,120.97599792480469,119.73899841308594,119.9219970703125,24240000,0.0,0.0
2021-06-09 00:00:00-04:00,120.57150268554688,120.64399719238281,119.84500122070312,120.39700317382812,17942000,0.0,0.0
2021-06-10 00:00:00-04:00,120.34600067138672,121.80000305175781,120.18900299072266,121.75650024414062,25904000,0.0,0.0
2021-06-11 00:00:00-04:00,122.0,122.08599853515625,120.947998046875,121.51000213623047,21958000,0.0,0.0
2021-06-14 00:00:00-04:00,121.61299896240234,122.44599914550781,120.9000015258789,122.44550323486328,22098000,0.0,0.0
2021-06-15 00:00:00-04:00,122.44999694824219,122.77549743652344,121.05599975585938,121.41950225830078,21562000,0.0,0.0
2021-06-16 00:00:00-04:00,121.5719985961914,121.88600158691406,119.47000122070312,120.77249908447266,26472000,0.0,0.0
2021-06-17 00:00:00-04:00,120.69750213623047,122.52249908447266,120.5,121.74349975585938,25842000,0.0,0.0
2021-06-18 00:00:00-04:00,121.36699676513672,121.60299682617188,120.01499938964844,120.11100006103516,46116000,0.0,0.0
2021-06-21 00:00:00-04:00,120.50050354003906,122.0,119.89849853515625,121.8125,27414000,0.0,0.0
2021-06-22 00:00:00-04:00,121.75,122.4000015258789,121.06400299072266,122.33049774169922,22390000,0.0,0.0
2021-06-23 00:00:00-04:00,122.09349822998047,123.09549713134766,121.83450317382812,122.12699890136719,19148000,0.0,0.0
2021-06-24 00:00:00-04:00,122.69999694824219,123.05549621582031,122.30000305175781,122.5,21362000,0.0,0.0
2021-06-25 00:00:00-04:00,122.0,122.63300323486328,121.56500244140625,122.50849914550781,34594000,0.0,0.0
2021-06-28 00:00:00-04:00,122.67849731445312,122.78500366210938,121.40550231933594,122.53600311279297,28526000,0.0,0.0
2021-06-29 00:00:00-04:00,122.67050170898438,123.02100372314453,121.69100189208984,122.27249908447266,23108000,0.0,0.0
2021-06-30 00:00:00-04:00,121.99449920654297,122.25700378417969,121.35449981689453,122.0895004272461,24474000,0.0,0.0
2021-07-01 00:00:00-04:00,121.7249984741211,122.58699798583984,121.53150177001953,122.44450378417969,18110000,0.0,0.0
2021-07-02 00:00:00-04:00,123.1500015258789,125.40399932861328,123.05950164794922,125.25749969482422,25982000,0.0,0.0
2021-07-06 00:00:00-04:00,125.64849853515625,126.4280014038086,124.5824966430664,126.19000244140625,26404000,0.0,0.0
2021-07-07 00:00:00-04:00,127.16200256347656,127.28399658203125,126.15299987792969,126.4739990234375,24060000,0.0,0.0
